Ticker,TGT,TGT,TGT,TGT,TGT
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-17,102.05854531715565,103.31422993883749,101.67217798381357,102.06819915771484,5436200
2025-03-18,101.86535754915441,102.62843100281425,100.92841916466898,101.02500915527344,4922200
2025-03-19,100.45512078202238,102.15513258174977,100.21364212629636,101.36308288574219,6331900
2025-03-20,100.84148751595693,103.03411045462904,100.37784525716025,100.64830017089844,5863300
2025-03-21,99.83693947051488,101.53695132911795,98.29147749421391,100.51307678222656,31066200
2025-03-24,101.4113714578737,104.78241870674134,101.36308014963826,104.65684509277344,8526100
2025-03-25,104.47333000898907,105.05287731362458,101.00569265221304,101.80740356445312,6837700
2025-03-26,102.15513073403318,103.03410919291872,101.3920573114197,102.473876953125,5490800
2025-03-27,102.19377149966186,104.2994657022163,102.1164965600916,102.87957000732422,5015300
2025-03-28,100.92841490091216,101.79773951831515,98.8806806569669,100.11705017089844,9704400
2025-03-31,98.52328975747211,101.09262614529504,97.074417849274,100.80284881591797,7069200
2025-04-01,101.40172414986505,101.9909253120907,100.0011434726322,100.87046813964844,6240500
2025-04-02,100.47443668799683,103.43979431080295,100.38750790847983,102.16478729248047,5654400
2025-04-03,94.41815404660566,95.09429133245001,89.83005960444324,91.0664291381836,19020400
2025-04-04,88.70959811778019,93.57780884902577,87.53118843238474,92.45735168457031,16229700
2025-04-07,88.15901490013809,94.52439541193847,87.17378533334141,91.16300964355469,13800600
2025-04-08,93.24940361603299,94.17668081978341,84.37264539390635,85.73458862304688,13408900
2025-04-09,85.00049108027038,95.1232800787049,84.8845786667425,94.3602066040039,13717800
2025-04-10,92.42837077787824,92.7278019468082,86.7391343521476,89.54994201660156,12187900
2025-04-11,89.26017003208867,89.79141863041706,85.609006723018,89.6175537109375,10457600
2025-04-14,91.20165688991409,92.15791767213868,89.55960497936366,91.42382049560547,8164400
2025-04-15,90.83460552045426,91.74256755918391,88.82550147997908,88.94141387939453,6605600
2025-04-16,87.89822745193823,89.47266557641039,86.47833182938888,87.37663269042969,8048400
2025-04-17,87.1544857874959,90.35166105563731,87.1544857874959,89.93631744384766,5349800
2025-04-21,89.48233111225494,90.70904682437774,87.75334303291828,90.5834732055664,6856600
2025-04-22,90.91188528514539,92.66984957165693,89.58857962319222,90.89256286621094,7200100
2025-04-23,93.54882894369469,94.2925873237179,88.56471336476086,89.009033203125,9113800
2025-04-24,89.15391982663856,92.3027960919487,88.74823009712775,92.06131744384766,7718800
2025-04-25,91.77154692572448,93.54882622757916,91.46245455282178,93.28803253173828,5274900
2025-04-28,93.20110249031954,94.64997446493457,91.92609544743208,93.08519744873047,4662400
2025-04-29,92.6795041222256,93.78064619093509,92.05166551957154,93.6067886352539,3768400
2025-04-30,92.2545124732403,93.68406206231734,91.01814287100802,93.40394592285156,8255300
2025-05-01,93.79996403650422,94.20564638533399,92.2931396726546,92.69882202148438,5443700
2025-05-02,93.98349558525837,95.15225139252397,93.39428707681171,94.05110931396484,5294900
2025-05-05,93.53916352463298,93.53916352463298,90.51585357016367,90.8152847290039,6789300
2025-05-06,90.69938729336229,91.3658633920641,89.83972384266114,90.4579086303711,5726600
2025-05-07,90.91188542122993,92.85336847446332,90.74767433741567,92.23518371582031,5725200
2025-05-08,93.64542131247762,95.02667954115657,92.95962280304177,93.62610626220703,5006300
2025-05-09,93.63576868535132,94.50508597632597,92.81473533600689,93.11417388916016,4614700
2025-05-12,97.48976251776854,99.48920547873243,95.65452327293289,97.63465118408203,9670800
2025-05-13,97.44146673660146,97.44146673660146,95.11361627416333,95.71247863769531,7774500
2025-05-14,94.81368007641011,95.00906849547879,92.6252910241708,93.06492614746094,10286400
2025-05-15,92.1270462495427,95.25330560594267,91.55063775513725,94.83321380615234,8348500
2025-05-16,95.50732143605659,96.85551945552267,95.1556163086149,96.30842590332031,6371500
2025-05-19,94.53035700763,96.17164498938925,93.8367184643423,95.73200988769531,8468700
2025-05-20,95.74178652391747,97.04114112988948,95.10676297972442,95.85902404785156,10163500
2025-05-21,89.39156830932833,93.11377221115792,88.51230549097748,90.86677551269531,27058500
2025-05-22,90.04612459985509,93.61201912864212,89.92889453054518,92.8695297241211,11428000
2025-05-23,90.99376944361723,92.98676250984752,90.99376944361723,92.11727142333984,7373800
2025-05-27,93.35800946648918,94.89183167365188,92.69367840171607,94.75505828857422,6501800
2025-05-28,94.75505604000942,94.85275024794794,93.56316732382473,93.72925567626953,4476000
2025-05-29,95.51708354955402,95.51708354955402,92.06842649822093,92.68391418457031,7033300
2025-05-30,91.87303462842976,92.5764448415112,91.10123772538708,91.8437271118164,7874000
2025-06-02,91.2575543319599,91.30639770840564,89.93865645689185,91.16962432861328,5748800
2025-06-03,91.33570466512849,94.2079605303423,90.91561287160124,93.57293701171875,6388800
2025-06-04,93.42638937742701,93.83671695646574,91.76556556284476,91.77533721923828,4416700
2025-06-05,92.06843102603646,92.7718413001198,90.9449289190195,91.36502075195312,4759900
2025-06-06,92.34197847995814,95.11654041969642,92.27359178356974,95.07746124267578,7822800
2025-06-09,96.04464360506138,97.07045147195916,95.06768657128852,95.10676574707031,6299300
2025-06-10,95.46824533169345,100.01109716263781,95.39985863546809,98.44795989990234,9612400
2025-06-11,98.49681117952645,98.7605863079902,95.49755328250596,95.84925842285156,6803400
2025-06-12,95.39985107738683,97.19744835209023,94.79413506338533,97.00205993652344,5320600
2025-06-13,95.74178808139332,96.9629843579417,92.5959852804302,93.17239379882812,7303300
2025-06-16,93.97349508221932,95.2826138687134,93.27008485812505,95.12630462646484,7427600
2025-06-17,94.44243252523665,94.60851342835174,92.67414271933856,92.83045196533203,7195500
2025-06-18,93.02584820252486,94.48151206852127,92.64483556279151,92.92815399169922,6408600
2025-06-20,93.48501549622412,94.35450660929898,92.22474010170669,93.33847045898438,9619800
2025-06-23,92.43967994875581,94.41312993567588,92.00004479842057,94.3056640625,6887200
2025-06-24,95.00906889234614,95.87856003193744,94.31543031208737,95.2826156616211,6406100
2025-06-25,95.25330931901775,95.55616360965232,93.77810213384093,94.47174072265625,4372000
2025-06-26,94.74529696007258,95.57570895283989,94.16888843096258,95.35100555419922,5331900
2025-06-27,95.99579384598313,97.94970778367859,95.84924880993793,96.94344329833984,6389800
2025-06-30,97.30492202469951,97.36354451694578,95.87856560655501,96.37681579589844,4933600
2025-07-01,96.06417875570081,102.9126416138444,96.05440709918815,101.45697784423828,9968200
2025-07-02,101.88685240275029,103.27412963528857,100.93920286457148,103.0201187133789,6327900
2025-07-03,103.50859573718319,103.5281390520564,101.65238331812677,101.66214752197266,3535300
2025-07-07,100.6265684657445,101.02712440337999,98.41864361434524,99.25882720947266,5677100
2025-07-08,99.37606725665285,100.10878500683039,98.26233687267023,99.65938568115234,6100500
2025-07-09,100.14786049444082,100.94896490699955,99.45422194423911,100.0697021484375,4312200
2025-07-10,100.54841555752931,103.91892177710933,100.25533292121187,102.32647705078125,5109900
2025-07-11,101.90638412961779,102.61956603210798,100.81219704010805,101.83799743652344,3866100
2025-07-14,101.60352830569317,102.58048530863253,100.81219551846124,102.45348358154297,4468100
2025-07-15,102.58048541043433,103.06896391238878,99.83523861459926,99.85477447509766,5289900
2025-07-16,100.30417641525068,101.02712998356031,98.04740806258435,99.00482177734375,3861900
2025-07-17,99.24905267097165,101.54490745936222,99.24905267097165,101.26158905029297,4529500
2025-07-18,101.56445202613546,101.87707797784351,99.78639052824762,101.07597351074219,5282100
2025-07-21,99.75707914874705,101.27136546929114,99.33698734362511,99.36629486083984,4478800
2025-07-22,100.38233118102869,104.44647585571633,100.08924110125378,104.08499908447266,6473000
2025-07-23,105.02287735338201,106.39061864219065,104.33901043577289,104.9544906616211,5907500
2025-07-24,104.74933311875004,105.93145022124767,103.01035081171072,103.381591796875,5415200
2025-07-25,104.29993129946332,104.55393475261634,102.72702993479788,103.60629272460938,3476000
2025-07-28,103.77237897656337,104.33901585405926,102.8247294461008,103.9775390625,3864900
2025-07-29,103.67467976796162,103.84076066949187,101.52536989073508,101.77938079833984,4753500
2025-07-30,102.29716599417422,102.58048441699486,99.98177523404095,100.76334381103516,4527100
2025-07-31,99.99155022260855,100.26509699759372,98.04740782588632,98.1841812133789,6442300
2025-08-01,97.22675380093382,97.99855069710907,96.17164594429018,97.47099304199219,5021700
2025-08-04,97.70547128253195,98.73127165644615,97.30491533634377,97.49053955078125,5312700
2025-08-05,97.75431145982243,100.58748814692679,97.48076470240092,100.0697021484375,5093400
2025-08-06,101.08574634314193,103.90915159864883,100.60703947949712,102.96150207519531,6306600
2025-08-07,104.04592250117649,104.46601431739998,101.72076747974796,103.23504638671875,4191000
2025-08-08,103.37181618814132,103.80167964665047,102.37532334311321,102.97126770019531,3494900
2025-08-11,102.97126610042878,104.12407562285567,101.27136306010104,101.61329650878906,5020200
2025-08-12,102.48279263278015,105.33550533519411,101.84776908064792,103.81145477294922,6593800
2025-08-13,102.51775355640083,104.35460057182581,101.05618106021869,104.0484619140625,7364700
2025-08-14,102.55726349898178,103.01153646969645,101.3030758987938,102.95228576660156,4985800
2025-08-15,101.02655598107557,103.13991631038468,100.6809068104431,101.73758697509766,6305100
2025-08-18,102.70539108517399,104.90763499762703,102.3696270769953,103.64356231689453,6901600
2025-08-19,104.48298713237628,105.93468200057241,103.13991603433603,104.0484619140625,8815500
2025-08-20,93.23477373511749,98.32065973290253,92.97800814458904,97.46149444580078,33165700
2025-08-21,97.26398325239388,97.27386088090347,94.93336019604682,95.8517837524414,11415700
2025-08-22,96.36531410105067,100.07850373899304,96.14805148229834,98.00464630126953,13663600
2025-08-25,97.27386251678283,97.60962654752579,95.3975123928232,95.92091369628906,7651300
2025-08-26,95.59502557807448,95.78265531300589,94.63709904315176,94.91361236572266,6398800
2025-08-27,95.14074099868297,96.94796268078525,95.12099327695636,96.7405776977539,6486000
2025-08-28,97.29360938175546,97.56025261268647,95.1407459492453,95.60489654541016,5145000
2025-08-29,95.89128582502214,96.00979476274732,94.47908633842765,94.78523254394531,5370900
2025-09-02,93.94580846868155,94.17294871825052,90.77576780978018,91.28929901123047,12987200
2025-09-03,91.34855085699954,91.7040701441698,90.54863622807795,91.2004165649414,8485800
2025-09-04,91.58555644129513,92.12871297245705,91.13128349451546,91.5559310913086,5901000
2025-09-05,91.6250634940848,92.78049740147884,91.29916956089478,92.01020812988281,4894600
2025-09-08,92.04970515656025,92.27684539257258,90.20298052234118,90.36099243164062,9261700
2025-09-09,90.35111755326845,90.7165144538263,89.09693000633237,89.7783432006836,7564800
2025-09-10,89.64007812137204,90.26224060898598,88.9191694900521,89.64995574951172,5747900
2025-09-11,89.73884223825938,91.10166112315662,89.65983627943037,90.38074493408203,9492500
2025-09-12,90.16348759134141,90.28198899219485,88.84016418457031,88.84016418457031,6176200
2025-09-15,88.97841892755679,89.06730251070736,87.33908679749679,87.45758819580078,9310900
2025-09-16,87.82299014387398,88.67228537458854,87.4674708596482,88.60315704345703,6736700
2025-09-17,88.72165872498985,89.67958526967016,87.6353531462148,87.82299041748047,9399000
2025-09-18,87.60572385508944,88.41551607205952,87.0625748573396,88.306884765625,8781100
2025-09-19,88.43527310932053,88.62290284150379,86.7169274280731,87.03294372558594,13319500
2025-09-22,86.92431541762689,86.97369602667719,85.22573246887393,85.48249053955078,12449500
2025-09-23,85.80838060280091,86.78605483558972,85.65037622293474,85.96639251708984,8077800
2025-09-24,86.12439546655472,87.24032633860098,85.78863145590142,87.21070098876953,10691700
2025-09-25,86.71692526312958,86.90456252505119,85.45286010463646,86.05526733398438,8566300
2025-09-26,85.7590020662253,87.48721786476065,85.7590020662253,86.75643157958984,7575600
2025-09-29,87.2600849443645,87.72423553466797,86.22315245392386,87.72423553466797,7955600
2025-09-30,87.3983377190304,89.08705045896231,86.17377554876366,88.5833969116211,16872300
2025-10-01,88.3661441715383,88.38589189368695,86.17377782632131,88.0303726196289,10378500
2025-10-02,87.8229853370755,89.15617881274122,87.08232145788092,88.39576721191406,7557400
2025-10-03,88.682164489911,89.2450687769684,87.18108136814256,87.92174530029297,6872000
2025-10-06,88.227882362792,89.04755224093074,86.74655452566448,87.85261535644531,8975700
2025-10-07,88.06987638930494,88.96854467638391,87.40821844225232,88.15875244140625,6348100
2025-10-08,88.50440221410953,89.85734346792525,88.42539625543365,89.25493621826172,6848500
2025-10-09,89.85733999336021,89.85733999336021,87.51684694986584,87.9908676147461,7189200
2025-10-10,88.06987492882732,88.11925553545773,84.29742713559938,84.4653091430664,13925200
2025-10-13,85.83800712059384,87.25020660246159,85.65037738785226,86.25277709960938,10515500
2025-10-14,85.45286395892181,88.28714059968475,85.27510431708959,87.85261535644531,6352300
2025-10-15,88.14888112495221,90.05485651594996,87.80323948086927,89.7783432006836,6402500
2025-10-16,89.7487137595019,90.50913294008336,88.01062784416177,88.94879913330078,5556500
2025-10-17,88.87966569745468,89.82771456076348,88.6920284366337,89.7092056274414,6461400
2025-10-20,89.94622965484345,91.02265761882951,89.86722369388399,90.390625,4886300
2025-10-21,90.73626432675695,93.3730335813743,90.59800766584644,93.22489929199219,7770100
2025-10-22,93.11626786121536,93.55079310032612,92.286720362406,92.84962463378906,4973000
2025-10-23,92.89900732364639,93.84705624751628,91.80282410726677,93.07676696777344,4833400
2025-10-24,93.67916900686275,94.41983289367575,92.75086785770853,93.08663940429688,5459000
2025-10-27,94.06431303960099,96.69120455833213,93.7680444729513,96.55294036865234,10000000
2025-10-28,96.30605353629537,98.25153189518015,95.20987790946242,95.90116119384766,7959600
2025-10-29,95.31850566840082,95.86166222486534,92.85950355747325,92.9483871459961,6125600
2025-10-30,92.14846556186627,93.45203377109061,91.50656285312381,91.76332092285156,5631200
2025-10-31,91.39792914655156,91.88182745620071,90.37087429127988,91.56581115722656,7084800
2025-11-03,91.45717876951997,91.50655937651162,89.76846598544024,90.31161499023438,5698100
2025-11-04,89.74870730355772,90.15360716905214,88.63277645171101,88.85991668701172,5057400
2025-11-05,88.71178947393574,92.09909281097183,87.91186730712164,90.79552459716797,8215300
2025-11-06,90.64738907787624,91.55593501032554,87.37859472611682,88.04025268554688,7051500
2025-11-07,88.04025294410654,90.44000435027817,88.04025294410654,90.10423278808594,6524900
2025-11-10,90.67701387678395,92.2669730160967,88.80066378638263,89.6005859375,6299900
2025-11-11,90.24248754592583,90.98315145152594,89.80796984471465,90.44000244140625,4762900
2025-11-12,91.7699966430664,92.5999984741211,91.11000061035156,91.91000366210938,5512400
2025-11-13,91.80999755859375,92.62000274658203,90.41000366210938,90.62000274658203,6303500
2025-11-14,89.98999786376953,91.11000061035156,89.41000366210938,89.9000015258789,6096900
2025-11-17,89.5199966430664,90.26000213623047,88.2300033569336,88.4800033569336,7549400
2025-11-18,87.83999633789062,90.0199966430664,87.62000274658203,88.52999877929688,10063400
2025-11-19,86.41999816894531,89.62000274658203,85.30000305175781,86.08000183105469,18972000
2025-11-20,86.16000366210938,86.93000030517578,83.44000244140625,83.68000030517578,12051800
2025-11-21,84.44000244140625,88.9800033569336,84.23999786376953,87.62000274658203,12573900
2025-11-24,87.62999725341797,87.9800033569336,84.5199966430664,84.54000091552734,9227300
2025-11-25,84.98999786376953,86.62999725341797,84.7300033569336,86.58000183105469,6520100
2025-11-26,86.68000030517578,90.2300033569336,86.61000061035156,89.80000305175781,7927600
2025-11-28,90.27999877929688,91.69999694824219,89.87000274658203,90.62000274658203,4059000
2025-12-01,90.4000015258789,93.11000061035156,90.13999938964844,91.36000061035156,6569400
2025-12-02,91.75,91.75,89.36000061035156,89.41000366210938,1251484
