Ticker,LLY,LLY,LLY,LLY,LLY
Price,Open,High,Low,Close,Volume
Date,,,,,
2025-03-18,828.6753780370127,831.5290344617065,807.9938031996576,817.8275146484375,2354900
2025-03-19,817.0420007247128,837.3358426119466,814.8346680937686,832.2449951171875,3790500
2025-03-20,834.2535510274331,849.5260941734857,827.7209458177018,837.7733764648438,4402700
2025-03-21,833.0304290124745,845.588531828488,820.6214965280793,832.8017578125,5963800
2025-03-24,840.5076471563392,861.934952057652,832.9906882467837,859.9761962890625,3102400
2025-03-25,864.5997136285292,869.9391378199908,843.0928465248568,847.4976196289062,2670600
2025-03-26,840.8755707788201,846.5629782401157,821.6954087369053,822.0533447265625,2562100
2025-03-27,818.1357870267719,822.0633122655834,810.6486253264051,816.9923095703125,2128200
2025-03-28,815.3317942024951,825.0561464390488,812.776417760094,817.8275146484375,2124700
2025-03-31,804.3745183800064,823.296211153617,784.9060295401897,821.2081298828125,3737000
2025-04-01,813.9397548847265,815.9880250507558,792.4627461401931,800.6458740234375,2987700
2025-04-02,790.513859389362,815.1826150035735,790.513859389362,813.5618896484375,2683800
2025-04-03,805.8958183803802,814.1286492128717,782.5793058747787,784.5977783203125,2675100
2025-04-04,757.77134892381,763.8963144792807,730.5174187524118,734.0074462890625,5299400
2025-04-07,693.9566931934261,743.7416531113569,673.2353688217905,719.6098022460938,6274400
2025-04-08,750.6819041975815,759.1534195370324,709.2193494802846,722.1055297851562,4115200
2025-04-09,700.3899111829768,750.5328084955219,685.0775583184904,749.419189453125,6619000
2025-04-10,734.6935439957454,737.7261685277813,687.83184529253,716.805908203125,4182700
2025-04-11,718.7746554021253,731.650944149991,707.9267312379715,728.2404174804688,3603400
2025-04-14,746.1777199673684,755.235842411225,730.3384163221415,750.0554809570312,3461200
2025-04-15,751.2685650228461,760.9531057216349,747.2117753744445,752.869384765625,2458100
2025-04-16,751.338165282093,751.9943812075801,726.1822100103591,730.7162475585938,3302600
2025-04-17,836.013345548045,853.1154387419475,817.1613229446353,835.1781616210938,10853400
2025-04-21,836.719298988698,839.1055993923691,802.4057544745583,813.363037109375,3326600
2025-04-22,817.201106063379,827.2634888370064,809.3659614342827,822.828857421875,3086500
2025-04-23,832.1952339661161,841.1937004532122,813.9795218876517,824.6981201171875,2714600
2025-04-24,831.2406846717294,857.341244447606,824.489361723936,854.8355712890625,2939500
2025-04-25,854.7659693119923,880.5384516650814,846.2249057634608,879.5043334960938,3398900
2025-04-28,865.484614375354,877.2273779823855,859.4889138491374,872.2955932617188,3457600
2025-04-29,872.7032808693549,887.3891542413206,869.054191109889,880.1605834960938,2454400
2025-04-30,883.1435356180626,897.3621143224208,877.0981317500753,893.8323364257812,4374100
2025-05-01,839.1951709284185,846.0857116725949,787.5608118290538,789.5792236328125,12601100
2025-05-02,820.4226740371599,826.7962165685367,802.9925020353006,818.9312133789062,6059400
2025-05-05,812.3488769170449,824.9169328581381,807.407199904812,816.7835083007812,2889600
2025-05-06,812.2395002703042,813.7607584985159,765.9644113442215,770.707275390625,5982000
2025-05-07,776.0566665854667,779.8748324292255,767.8635860550556,772.2981567382812,3807800
2025-05-08,760.644844598541,765.5964739707713,734.872424503518,747.1719970703125,6162000
2025-05-09,747.7288395952122,757.6719098986015,728.8270532384394,730.3881225585938,4072600
2025-05-12,723.7262971756638,760.9730626368842,718.0686874026762,751.2686157226562,9176100
2025-05-13,751.2487087020095,755.1762338397672,736.6323823611214,741.812744140625,4523900
2025-05-14,744.9745812441332,755.1761809696312,709.965069943447,711.486328125,7558500
2025-05-15,721.5686607218031,734.4747472113802,708.1554679109545,729.1154174804688,5212900
2025-05-16,737.2954300069674,756.0964586071784,735.3027396555973,754.6218872070312,4645100
2025-05-19,750.2478850559364,755.9469500261906,744.8277651006055,752.3501586914062,4062700
2025-05-20,753.2369181433927,760.7095066170374,740.2844314557417,744.27978515625,3873500
2025-05-21,744.3196181141527,747.776967341762,721.3239554582537,722.3004150390625,4060000
2025-05-22,714.4790788577769,719.5505024010355,708.949375467741,712.5860595703125,4249900
2025-05-23,707.40503915662,717.0098207620402,706.4086940310473,711.1015014648438,2635700
2025-05-27,714.4094489593961,728.6372272116068,711.7193046778514,722.5694580078125,3792700
2025-05-28,722.5694520771343,727.3220382417857,712.1277736195734,716.7608032226562,2948800
2025-05-29,716.6013185520093,724.6717509319448,714.3396563639301,719.9291381835938,2785500
2025-05-30,722.3502014937136,743.1738385236744,714.489024016352,734.973876953125,6106200
2025-06-02,729.8227828231031,744.6384295357199,728.0293738127112,744.3893432617188,2946900
2025-06-03,743.5225382048943,754.2332481354841,738.7500670211941,748.0360107421875,3056500
2025-06-04,753.6255415582697,769.7962042896211,753.2369523450964,763.041015625,3135900
2025-06-05,766.6875764503841,767.1857490146793,750.2976869226543,762.8815307617188,3636400
2025-06-06,765.6713155838802,769.7762528128916,762.4033350536761,767.0662231445312,2069900
2025-06-09,769.128685909396,776.4418255903664,764.7846354514603,770.8822631835938,2262200
2025-06-10,774.2499025750956,805.674607655545,774.1602047515913,804.2398681640625,4744400
2025-06-11,806.6909009950333,817.7203886460131,802.0877911187954,805.6546630859375,3125400
2025-06-12,807.3683958785816,815.5682971398354,803.4029007632962,809.0621948242188,2271100
2025-06-13,807.3783644461536,821.9847577477241,805.146500203574,816.3653564453125,2754600
2025-06-16,818.6769220926645,821.9847954761522,802.8151234303753,804.6284790039062,2821800
2025-06-17,802.2171901956547,802.2171901956547,786.0565019392589,788.3480834960938,2875600
2025-06-18,787.0628899478071,787.7403973752055,776.59129233823,782.160888671875,2442900
2025-06-20,783.1272930295742,783.1272930295742,752.7985440324342,759.9423217773438,6210600
2025-06-23,767.7138419236088,790.3109421661677,761.0383173926716,767.8234252929688,3951500
2025-06-24,770.0652332238006,781.5730077776875,760.2313112584716,775.2362670898438,2788500
2025-06-25,776.1528577480253,796.0299552917934,770.7725697109474,789.4042358398438,3023100
2025-06-26,791.0482214577652,795.8804709726994,785.3690421022218,792.2139282226562,3118200
2025-06-27,792.8915064736319,799.5670315474106,771.8088685735748,772.6159057617188,4115100
2025-06-30,775.6945364509405,782.1309480559545,771.1711513316035,776.6809692382812,3041500
2025-07-01,776.6809466632533,787.1126509615142,770.1747837889246,773.064208984375,2734000
2025-07-02,773.6620160335547,776.9898356222322,765.1930821812878,776.431884765625,1978300
2025-07-03,777.6075178747171,780.6861901759297,770.174761543668,777.8167114257812,1450800
2025-07-07,777.8267414454328,778.2950552984754,759.2449404780858,770.0452880859375,2576900
2025-07-08,772.0180215611803,789.7928459420449,765.9901455160593,774.8177490234375,3301800
2025-07-09,780.9352923699944,791.0980247495966,779.1319101364867,784.0438842773438,2703100
2025-07-10,786.7839163044566,796.5680337052651,783.555767507417,787.7603759765625,3130400
2025-07-11,783.4760014376809,792.8217240131485,774.3594796039199,790.1116943359375,2852500
2025-07-14,787.1126884078792,797.9529287790202,784.4823225504516,796.4185791015625,2401400
2025-07-15,798.7400126815335,802.4763070562867,761.5863233113371,768.9293823242188,4174100
2025-07-16,770.6729772521552,793.1305751494159,769.3378479873821,786.9133911132812,3255400
2025-07-17,783.9144057309352,787.1126956651653,757.2422864971314,758.7168579101562,4107300
2025-07-18,761.0682409809805,773.1240545641241,757.7205356550382,768.8895874023438,3357700
2025-07-21,765.362445933947,769.178464931131,757.7204955701103,759.3943481445312,3058000
2025-07-22,760.5501366927601,775.4454480969824,759.7131800059948,773.6022338867188,2496600
2025-07-23,777.149239812869,797.1658412212635,774.2399289168504,795.97021484375,2683600
2025-07-24,798.431135030768,807.1790746399961,794.7347334429743,802.4862670898438,2786400
2025-07-25,806.0432105983629,812.2105893888237,799.4374375179859,809.7197265625,2976900
2025-07-28,809.679940207479,817.222219755334,799.5670122387534,805.156494140625,2587700
2025-07-29,771.669334616409,776.641087287684,752.4199386232984,760.1615600585938,7100700
2025-07-30,771.1711708948201,775.2561618163286,755.638122749583,757.3020629882812,4338700
2025-07-31,744.5687294207862,763.6487636496985,732.7520903622982,737.3651733398438,5810300
2025-08-01,744.0905000726788,765.19308327492,743.2635165620688,759.5438232421875,4859500
2025-08-04,757.1924268458382,771.6494053206922,749.8195089076988,766.189453125,3353400
2025-08-05,762.7719577115158,767.1259811173926,756.7440817644123,763.1505737304688,3615200
2025-08-06,753.7948488782963,760.2113137756751,737.4846844031475,743.64208984375,4752100
2025-08-07,673.1904971873133,675.8108896406737,630.8857235582927,638.5177001953125,26101600
2025-08-08,652.606110831996,653.7817908792508,621.5002426474842,623.3634033203125,14125100
2025-08-11,627.1195259189933,652.0481001825167,623.6124324626994,632.8983154296875,11294200
2025-08-12,637.1627690410685,643.8183478221081,627.0997066304616,637.093017578125,6897400
2025-08-13,648.0229004078186,659.3313933701047,642.1444397839554,658.0759887695312,6310000
2025-08-14,659.5805126246901,682.9746781141098,652.7057065217442,681.9285278320312,8395900
2025-08-15,693.1820010076055,705.7535042436771,684.794294828603,700.20166015625,8224600
2025-08-18,694.000781301463,706.7120934119016,692.4829908599842,697.0263061523438,4997300
2025-08-19,705.5737493415157,713.2225501627456,697.5255716834106,702.1787719726562,5941000
2025-08-20,700.4912830845185,704.7649750330614,684.1452935696531,704.405517578125,4139400
2025-08-21,704.1658935010245,717.346548959181,704.1658935010245,708.7791137695312,3617300
2025-08-22,713.9914106542157,718.4049728446456,708.3896520421141,710.6363525390625,3222700
2025-08-25,709.9573677348543,712.4537016579726,693.2119402759677,694.3103637695312,2898100
2025-08-26,715.1896654852553,735.1004270599866,712.054255487693,734.95068359375,7695600
2025-08-27,735.879331491697,745.4952147745608,730.4772306764598,733.0933837890625,4326200
2025-08-28,734.7209925144188,737.5069401947152,725.2749038973267,730.8866577148438,3117000
2025-08-29,731.24610882606,736.3386056375989,727.431703288065,731.5057373046875,2551200
2025-09-02,726.9224237473239,736.0590300381276,722.5788272163423,734.1118774414062,3222500
2025-09-03,730.9465692250046,736.748046875,727.9509684911897,736.748046875,2222500
2025-09-04,735.2402544643398,745.9045858073847,734.2517159693936,741.820556640625,2423400
2025-09-05,743.6079580226865,743.6079580226865,721.5104053542365,726.1436157226562,3958200
2025-09-08,728.6399265907702,741.6108674382078,718.1652586311583,737.5568237304688,4534600
2025-09-09,733.1033779052817,751.7360486746117,732.7938349326937,749.50927734375,2986900
2025-09-10,746.9929744472713,754.6916289498371,741.4011501180684,753.5133666992188,2477400
2025-09-11,751.376483341578,760.0138226645569,749.2695922421342,755.1709594726562,2197500
2025-09-12,759.0552463675327,760.4831420582617,746.9031098930134,754.2822875976562,2198300
2025-09-15,751.9656831718426,755.2309074496474,741.0217332998639,747.0928344726562,2790900
2025-09-16,744.3168765208011,769.2502912853754,743.4481571964786,763.588623046875,3881300
2025-09-17,760.3733108388368,775.8206567034861,755.2308995723243,759.0153198242188,3471200
2025-09-18,760.2635033990339,771.4071113560177,757.8969836857813,761.8112182617188,3464000
2025-09-19,763.8781377925952,763.8781377925952,748.1013204691459,750.88720703125,7349500
2025-09-22,747.4622516677877,760.922464057538,745.1756318401577,753.8428955078125,2527400
2025-09-23,749.4693448322305,751.895774080526,742.0801720765514,745.8845825195312,2910100
2025-09-24,744.8960284585067,745.8446475140819,735.0804266598776,740.7620849609375,2243000
2025-09-25,736.5882246446428,738.9148248742317,711.0058000428924,713.5421142578125,5136400
2025-09-26,723.0581110001692,727.9309596109399,716.0284567325639,723.4774780273438,3559700
2025-09-29,724.4860269358398,726.7926370683102,715.0299431851175,725.4446411132812,3309200
2025-09-30,725.8939760842337,765.2261665512272,724.2463713379511,761.881103515625,6234300
2025-10-01,762.180635350545,832.0779828256888,762.180635350545,824.2095336914062,10124500
2025-10-02,813.1657656500481,833.2363265353913,811.6180508395353,818.647705078125,4291800
2025-10-03,823.7302681301045,846.8862635630622,814.9032047432132,838.6383666992188,5088500
2025-10-06,838.7182941272816,855.3139173792704,837.4301468016871,843.810791015625,3651400
2025-10-07,843.7608694205209,847.2956563294927,835.3532337982967,842.3928833007812,2610800
2025-10-08,848.7534890326954,854.7446901317497,843.7508263636812,844.479736328125,2180900
2025-10-09,850.4410361365688,858.9884808314567,844.4598299620601,854.0956420898438,3071700
2025-10-10,856.741766708895,863.082430231103,828.8926519962619,832.2677001953125,3431000
2025-10-13,831.4589193080241,834.0950625393433,816.151382733817,818.1984252929688,2167500
2025-10-14,820.8844592150372,820.8844592150372,804.8180278479906,811.15869140625,1928400
2025-10-15,811.3085353445588,828.972596847302,807.3943007680485,825.35791015625,2355800
2025-10-16,823.8600639649304,833.4759467001016,814.1742765694312,818.1784057617188,2272900
2025-10-17,787.8030544471302,803.2603343553964,782.7005016691606,801.6527099609375,3983000
2025-10-20,804.4186235454866,808.2230340279552,798.5972166848031,807.7737426757812,2279700
2025-10-21,805.746653082525,811.7977638292376,797.5387367296865,798.3974609375,2099500
2025-10-22,797.2291927268249,814.7434488585775,792.6558921061355,811.2385864257812,2930600
2025-10-23,805.2174531183525,823.4906043046489,804.8380055059431,819.8359375,2632900
2025-10-24,814.0145285132201,832.9267557207232,811.3084807477693,824.239501953125,2211200
2025-10-27,823.7901536355398,825.2080541685307,810.2899609485048,825.1980590820312,2114800
2025-10-28,824.7887111824656,828.2436592012189,812.8562230870031,818.8973388671875,2493500
2025-10-29,826.0967968946908,829.0724074001939,808.4427308714526,812.3370361328125,3591200
2025-10-30,836.2718617160904,851.749131992627,811.0588891688291,843.2615966796875,6037200
2025-10-31,837.9294076208814,868.6343150389384,832.966725009177,861.5946655273438,5015000
2025-11-03,865.2593248889123,900.018276071912,861.3550244951288,895.21533203125,5401500
2025-11-04,890.102735309811,913.8778159047282,882.3441713280556,905.5300903320312,5911500
2025-11-05,909.6640522963718,954.0588752961877,906.5286423629277,924.4523315429688,7272900
2025-11-06,926.6391483257033,948.5070577775988,914.9163740238356,936.0653076171875,6417400
2025-11-07,929.8044813755482,930.6332812981392,899.5789118476746,923.0144653320312,4373400
2025-11-10,938.3618966122915,980.5499385641739,937.0338299428703,965.2224731445312,5696600
2025-11-11,965.1325844288768,998.4836291651543,963.8744224125696,987.1702270507812,4166400
2025-11-12,991.6636048447801,1020.9206248016233,988.6480141107444,1016.2874755859375,5185200
2025-11-13,1008.608768193551,1031.43516929915,1008.608768193551,1021.3699951171875,4153600
2025-11-14,1009.0,1033.6199951171875,1007.7899780273438,1025.280029296875,3862300
2025-11-17,1003.719970703125,1032.1400146484375,998.2999877929688,1021.7000122070312,4720000
2025-11-18,1014.010009765625,1040.719970703125,1014.010009765625,1030.050048828125,3430500
2025-11-19,1029.6400146484375,1055.5899658203125,1026.25,1049.5999755859375,3571200
2025-11-20,1045.5,1057.0,1038.25,1043.2900390625,3135700
2025-11-21,1041.0,1066.6500244140625,1038.0,1059.699951171875,4266700
2025-11-24,1056.77001953125,1075.719970703125,1049.3800048828125,1070.1600341796875,5497200
2025-11-25,1075.8299560546875,1111.1099853515625,1073.25,1109.93994140625,4181500
2025-11-26,1102.0,1111.989990234375,1098.0999755859375,1104.3399658203125,3093700
2025-11-28,1096.719970703125,1099.050048828125,1067.68994140625,1075.469970703125,2732200
2025-12-01,1074.3800048828125,1084.1500244140625,1055.0,1057.8900146484375,3067500
2025-12-02,1052.5699462890625,1067.9698486328125,1051.6500244140625,1061.594970703125,685870
